epoch,step,train_loss
0,49,36.027992248535156
1,99,143.57017517089844
1,149,220.14471435546875
2,199,132.07211303710938
2,249,269.1952819824219
3,299,407.2340393066406
3,349,334.63262939453125
4,399,618.868896484375
4,449,905.913330078125
5,499,80.69113159179688
5,549,721.3447265625
6,599,651.66064453125
6,649,1781.500732421875
7,699,288.8481750488281
7,749,478.36431884765625
8,799,147.39328002929688
8,849,307.1566162109375
9,899,414.48773193359375
9,949,224.32888793945312
10,999,158.9252166748047
10,1049,250.64813232421875
11,1099,220.80056762695312
11,1149,150.1751251220703
12,1199,325.1134033203125
12,1249,87.84403991699219
13,1299,154.2578125
13,1349,101.99430847167969
14,1399,163.0380401611328
14,1449,466.3022155761719
15,1499,390.83489990234375
15,1549,202.7639923095703
16,1599,196.52560424804688
16,1649,493.5522766113281
17,1699,506.16119384765625
17,1749,640.80078125
18,1799,271.017822265625
18,1849,417.5103454589844
19,1899,178.36203002929688
19,1949,610.319091796875
20,1999,331.0057678222656
20,2049,697.1302490234375
21,2099,122.49797058105469
21,2149,694.94482421875
22,2199,119.21112060546875
22,2249,249.17489624023438
23,2299,657.2080078125
23,2349,104.21934509277344
24,2399,245.92636108398438
24,2449,246.1687469482422
25,2499,83.43743896484375
26,2549,112.22136688232422
26,2599,484.0457763671875
27,2649,144.3115692138672
27,2699,386.7890625
28,2749,410.7655029296875
28,2799,427.57525634765625
29,2849,1217.9005126953125
29,2899,232.47103881835938
