epoch,step,train_loss
0,49,16.356103897094727
1,99,16.425186157226562
1,149,16.802688598632812
2,199,17.397024154663086
2,249,17.01654052734375
3,299,16.68682861328125
3,349,16.264436721801758
4,399,16.711828231811523
4,449,17.397844314575195
5,499,17.00543785095215
5,549,16.38243865966797
6,599,16.635860443115234
6,649,16.468734741210938
7,699,17.606971740722656
7,749,16.35228729248047
8,799,16.427331924438477
8,849,17.48761749267578
9,899,16.70319175720215
9,949,16.419464111328125
10,999,17.420812606811523
10,1049,17.059471130371094
11,1099,16.481552124023438
11,1149,16.896076202392578
12,1199,17.130708694458008
12,1249,17.30443000793457
13,1299,17.175617218017578
13,1349,15.937987327575684
14,1399,15.975678443908691
14,1449,16.59847640991211
15,1499,16.15540885925293
15,1549,17.073781967163086
16,1599,15.985219955444336
16,1649,16.8669376373291
17,1699,18.04633903503418
17,1749,15.918230056762695
18,1799,16.335433959960938
18,1849,16.613527297973633
19,1899,16.772592544555664
19,1949,16.224018096923828
20,1999,17.509992599487305
20,2049,16.36590576171875
21,2099,16.42893409729004
21,2149,16.384784698486328
22,2199,16.687368392944336
22,2249,16.051822662353516
23,2299,16.374971389770508
23,2349,16.486845016479492
24,2399,16.802507400512695
24,2449,16.276878356933594
25,2499,15.663321495056152
26,2549,16.110382080078125
26,2599,16.410755157470703
27,2649,16.125877380371094
