epoch,step,train_loss
0,49,1.0190128087997437
1,99,0.9414106607437134
1,149,0.988407552242279
2,199,0.9905590415000916
2,249,0.9684436917304993
3,299,0.9452129602432251
3,349,0.9305270314216614
4,399,0.9529004096984863
4,449,0.9322851896286011
5,499,0.9141300916671753
5,549,0.9332244396209717
6,599,0.939267098903656
6,649,0.8966282606124878
7,699,0.9322654008865356
7,749,0.8442173600196838
8,799,0.9801876544952393
8,849,0.9339824318885803
9,899,0.898729145526886
9,949,0.8926736116409302
10,999,0.8940156698226929
10,1049,0.8759100437164307
11,1099,0.9158187508583069
11,1149,0.8155084848403931
12,1199,0.8195173740386963
12,1249,0.8601705431938171
13,1299,0.8201269507408142
13,1349,0.8909170627593994
14,1399,0.8889966607093811
14,1449,0.8361510634422302
15,1499,0.8709803223609924
15,1549,0.8471338152885437
16,1599,0.8581540584564209
16,1649,0.8942962884902954
17,1699,0.8386988639831543
17,1749,0.876333475112915
18,1799,0.8417088985443115
18,1849,0.7880611419677734
19,1899,0.7842514514923096
19,1949,0.8483620882034302
20,1999,0.8272033929824829
20,2049,0.8316857218742371
21,2099,0.8640286922454834
21,2149,0.8221752643585205
22,2199,0.8124725818634033
22,2249,0.8616299033164978
23,2299,0.8425666093826294
23,2349,0.7993776798248291
24,2399,0.7953161001205444
24,2449,0.8416197896003723
25,2499,0.8304835557937622
26,2549,0.8276627063751221
26,2599,0.8546801805496216
27,2649,0.8129366636276245
27,2699,0.7932552099227905
28,2749,0.8589490652084351
28,2799,0.7694188356399536
29,2849,0.8358339667320251
29,2899,0.7718321084976196
